Module	#	Kind	Table	Field #	Field Name	Level	Data Type	Length	XBRL GL Taxonomy Element	Referenced Table	Dictionary Entry Name	Description	Object Class Term Qualifier	Object Class Term	Property Term Qualifier	Property Term	Datatype Qualifier	Representation term	Associated Object Class Term Qualifier	Associated Object Class
O2C	30	BBIE	Cash Received	1	Receipt ID	1	TEXT	100	gl-cor:documentReference		ADS_ Cash Received. ID	"Unique identifier for each payment received. This ID may need to be created by concatenating fields (for example, customer and payment number) to uniquely identify each transaction."	ADS	Cash Received		Identification		Identifier		
O2C	30	RBIE	Cash Received	2	Customer Account ID	1	TEXT	100	gl-cor:identifierCode with gl-cor:identifierType = 'customer'	Customer_Master	ADS_ Cash Received. Payer. ADS_ Customer	Identifier of the customer from whom payment is received or to whom credits have been applied. Must match a Customer Account ID in the Customer Listing YYYYMMDD file.	ADS	Cash Received		Payer			ADS	Customer
O2C	30	RBIE	Cash Received	3	Business Unit Code	1	TEXT	50	gl-bus:organizationIdentifier	Business_Unit_Listing	ADS_ Cash Received. Auditing. ADS_ Business Unit	"Used to identify the business unit, region, branch, and so on at the level that financial statements are being audited. Must match a Business Unit Code in the Business Unit Listing file."	ADS	Cash Received		Auditing			ADS	Business Unit
O2C	30	BBIE	Cash Received	4	Receipt Date	1	DATE		gl-bus:documentReceivedDate		ADS_ Cash Received. Receipt Date	The date the customer is recognized to have made the payment or have had a credit applied.	ADS	Cash Received		Receipt Date		Date		
O2C	30	BBIE	Cash Received	5	Receipt Fiscal Year	1	TEXT	4	gl-bus:fiscalYearEnd		ADS_ Cash Received. Fiscal Year. Code	"Fiscal year in which the Receipt Date occurs - YYYY for delimited, CCYY-MM-DD fiscal year end (ISO 8601) for extensible business reporting language global ledger taxonomy framework (XBRL GL)."	ADS	Cash Received		Fiscal Year		Code		
O2C	30	BBIE	Cash Received	6	Receipt Period	1	TEXT	10	gl-bus:postingCode		ADS_ Cash Received. Period. Code	"Fiscal period in which the Receipt Date occurs. Examples include W1 - W53 for weekly periods, M1 - M12 for monthly periods, and Q1 - Q4 for quarterly periods."	ADS	Cash Received		Period		Code		
O2C	30	BBIE	Cash Received	7	Reference Number	1	TEXT	100	gl-cor:documentNumber		ADS_ Cash Received. Reference Number. Code	"Identification number for an internally or externally generated transaction (for example, check number, wire transfer number, or original document ID)."	ADS	Cash Received		Reference Number		Code		
O2C	30	BBIE	Cash Received	8	Reference Date	1	DATE		gl-cor:documentDate		ADS_ Cash Received. Reference Date	"Date on an externally generated transaction (for example, check date or wire transfer date)."	ADS	Cash Received		Reference Date		Date		
O2C	30	BBIE	Cash Received	9	Amount Credit Debit Indicator	2	TEXT	1	gl-cor:debitCreditCode		ADS_ Cash Received. Credit Debit Indicator	Indicates whether the amount is a credit or debit. 'C'=credit; 'D'=debit.	ADS	Cash Received		Credit Debit Indicator		Indicator		
O2C	30	RBIE	Cash Received	10	Receipt Type	1	TEXT	25	gl-cor:documentType = 'check' or gl-cor:documentType = 'payment- other' with code in gl-bus:paymentMethod	Receipt_Type_Listing	ADS_ Cash Received. Classified. ADS_ Receipt Type	"The code value or indicator of the method by which the transaction debit or credit amount was extinguished or apportioned to the debt by the customer (for example, check, wire transfer, cash, and so on). Must match the Receipt Type in the Receipt Type Listing YYYYMMDD file."	ADS	Cash Received		Classified			ADS	Receipt Type
O2C	30	ASBIE	Cash Received	11	Multi Currency Amount				gl-muc:multicurrencyDetail		ADS_ Cash Received. Monetary Amount. ADS_ Multi Currency Amount		ADS	Cash Received		Monetary Amount			ADS	Multi Currency Amount
O2C	30	BBIE	Cash Received	17	Posting Status	2	TEXT	20	gl-cor:postingStatus enumerations or gl-cor:postingStatus of 'other' with gl-cor:postingStatusDescription		ADS_ Cash Received. Posting Status. Code	"Status of the transaction's posting to the GL (for example, 'Posted,' 'Not Posted')."	ADS	Cash Received		Posting Status		Code		
O2C	30	RBIE	Cash Received	18	GL Debit Account Number	2	TEXT	100	gl-cor:accountMainID with gl-cor:accountPurposeDescription = 'debit-value' in a second account structure	Chart_Of_Accounts	ADS_ Cash Received. Debit GL Account Number. ADS_ Chart Of Accounts	GL account number on which the debit side of the transaction has been posted.	ADS	Cash Received		Debit GL Account Number			ADS	Chart Of Accounts
O2C	30	RBIE	Cash Received	19	GL Credit Account Number	2	TEXT	100	gl-cor:accountMainID with gl-cor:accountPurposeDescription = 'credit-value' in a second account structure	Chart_Of_Accounts	ADS_ Cash Received. Credit GL Account Number. ADS_ Chart Of Accounts	GL account number on which the credit side of the transaction has been posted.	ADS	Cash Received		Credit GL Account Number			ADS	Chart Of Accounts
O2C	30	ASBIE	Cash Received	20	Entry Operation						ADS_ Cash Received. Transaction. ADS_ Entry Operation		ADS	Cash Received		Transaction			ADS	Entry Operation
O2C	30	ASBIE	Cash Received	21	SegmentX						ADS_ Cash Received. Classified. ADS_ SegmentX		ADS	Cash Received		Classified			ADS	SegmentX
O2C	30.5	ABIE	Receipt Type Listing	0					"XBRL GL uses enumerated values for the gl-cor:documentType to differentiate between different types of trade documents and related purposes. The difference between the entries in the Receipt_Type_Listing_YYYYMMDD and AR_Adjustment_Type_Listing will be by including gl-cor:documentType to indicate the type of receipt (for example, check, payment-other) for Receipt_Type_Listing_YYYYMMDD and the type of adjustment (for example, debitmemo, credit-emo, finance-charge, manual-adjustment) for the AR_Adjustment_Type_Listing_YYYYMMDD.<br>The enumerations most widely used in order-to-cash include<br>  check<br>  debit-memo<br>  credit-memo<br>  finance-charge<br>  invoice<br>  order-customer<br>  payment-other<br>  reminder<br>  tegata<br>  shipment<br>  receipt<br>  manual-adjustment<br>  other<br>gl-cor:entriesType value = 'other' [entriesType] is a mandatory field; [other] is an enumerated value.<br>gl-cor: entriesComment value = 'ads: Receipt_Type_Listing_YYYYMMDD' [entriesComment] is the descriptive field describing what is common in the collection of information; introducing audit data standard namespace and qualifier for type of collection ties it to this representation."		ADS_ Receipt Type. Details	The Receipt Type Listing YYYYMMDD file contains detailed descriptions of Receipt Type codes.	ADS	Receipt Type						
O2C	30.5	BBIE	Receipt Type Listing	1	Receipt Type	1	TEXT	25	gl-bus:paymentMethod		ADS_ Receipt Type. ID	The code value or indicator of the method by which the transaction debit or credit amount was extinguished or apportioned to the debt by the customer.	ADS	Receipt Type		Identification		Identifier		
O2C	30.5	BBIE	Receipt Type Listing	2	Receipt Type Description	1	TEXT	100	gl-cor:documentTypeDescription		ADS_ Receipt Type. Description	"The description of the code value indicating the type of transaction (for example, check, wire transfer, cash and so on)."	ADS	Receipt Type		Description		Text		
O2C	31	ABIE	AR Cash Application	0					"gl-cor:entriesType value = 'other' [entriesType] is a mandatory field; [other] is an enumerated value.<br>gl-cor: entriesComment value = 'ads:AR_Cash_Application_YYYYMMDD_YYYYMMDD' [entriesComment] is the descriptive field describing what is common in the collection of information; introducing audit data standard namespace and qualifier for type of collection ties it to this representation.<br>* As cash applications often reflect multiple invoices and invoices may cross shipments and orders, association of each payment allocation line will appear as an independent entryDetail to differentiate between allocations and underlying originating documents."		ADS_ Accounts Receivable Cash Application. Details	"The AR Cash Application YYYYMMDD YYYYMMDD file contains all cash receipts applied during the period under review. The file will have one record for each application of cash from a receipt to each invoice. For example, if a cash receipt was applied to three invoices, there will be three records for that receipt, one for each of the invoices to which the cash was applied."	ADS	Accounts Receivable Cash Application						
O2C	31	BBIE	AR Cash Application	1	AR Application ID	1	TEXT	100	gl-cor:documentReference		ADS_ Accounts Receivable Cash Application. ID	"Unique identifier for each transaction. This ID may need to be created by concatenating fields (for example, document number, document type, and year) to uniquely identify each transaction."	ADS	Accounts Receivable Cash Application		Identification		Identifier		
O2C	31	BBIE	AR Cash Application	2	AR Application Date	1	DATE		gl-cor:documentDate		ADS_ Accounts Receivable Cash Application. Application Date	"The date of the cash application transaction, regardless of the date the transaction is entered."	ADS	Accounts Receivable Cash Application		Application Date		Date		
O2C	31	BBIE	AR Cash Application	3	AR Application Fiscal Year	1	TEXT	4	gl-bus:fiscalYearEnd		ADS_ Accounts Receivable Cash Application. Fiscal Year. Code	"Fiscal year in which the AR Application Date occurs - YYYY for delimited, CCYY-MM-DD fiscal year-end (ISO 8601) for extensible business reporting language global ledger taxonomy framework (XBRL GL)."	ADS	Accounts Receivable Cash Application		Fiscal Year		Code		
O2C	31	BBIE	AR Cash Application	4	AR Application Period	1	TEXT	10	gl-bus:postingCode		ADS_ Accounts Receivable Cash Application. Period. Code	"Fiscal period in which the AR Application Date occurs. Examples include W1 - W53 for weekly periods, M1 - M12 for monthly periods, and Q1 - Q4 for quarterly periods."	ADS	Accounts Receivable Cash Application		Period		Code		
O2C	31	RBIE	AR Cash Application	5	Customer Account ID	1	TEXT	100	gl-cor:identifierCode with gl-cor:identifierType = 'customer'	Customer_Master	ADS_ Accounts Receivable Cash Application. Payer. ADS_ Customer	Identifier of the customer from whom payment is expected or to whom unused credits have been applied. Must match a Customer Account ID in the Customer Master Listing YYYYMMDD file.	ADS	Accounts Receivable Cash Application		Payer			ADS	Customer
O2C	31	RBIE	AR Cash Application	6	Receipt ID	1	TEXT	100	gl-taf:originatingDocumentNumber with gl-taf:originatingDocumentType = 'check'*	Cash_Received	ADS_ Accounts Receivable Cash Application. Originating. ADS_ Cash Received	Unique identifier of the transaction in the Cash Received YYYYMMDD YYYYM MDD file for which some or all of the cash received is being applied to the customer's accounts payable.	ADS	Accounts Receivable Cash Application		Originating			ADS	Cash Received
O2C	31	RBIE	AR Cash Application	7	Invoice ID	1	TEXT	100	gl-taf:originatingDocumentNumber with gl-taf:originatingDocumentType = 'invoice'*	Invoices_Generated	ADS_ Accounts Receivable Cash Application. Originating. ADS_ Invoice Generated	"Unique identifier for each invoice. This ID may need to be created by concatenating fields (for example, document number, document type, and year) to uniquely identify each transaction. The same ID must be used for all tables with invoice data (Invoices Generated YYYYMMDD YYY YMMDD, Open Accounts Receivable YYYYMM DD, AR Cash Application YYYYMMDD YY YYMMDD, and AR Adjustments YYYYMMDD YYYYM MDD). Leave blank if cash application is at customer (not invoice) level."	ADS	Accounts Receivable Cash Application		Originating			ADS	Invoice Generated
O2C	31	RBIE	AR Cash Application	8	Business Unit Code	1	TEXT	50	gl-cor:ganizationIdentifier	Business_Unit_Listing	ADS_ Accounts Receivable Cash Application. Auditing. ADS_ Business Unit	"Used to identify the business unit, region, branch, and so on at the level that financial statements are being audited. Must match a Business Unit Code in the Business Unit Listing file."	ADS	Accounts Receivable Cash Application		Auditing			ADS	Business Unit
O2C	31	ASBIE	AR Cash Application	10	Entry Operation						ADS_ Accounts Receivable Cash Application. Transaction. ADS_ Entry Operation		ADS	Accounts Receivable Cash Application		Transaction			ADS	Entry Operation
O2C	31	ASBIE	AR Cash Application	18	Multi Currency Amount				gl-muc:multicurrencyDetail		ADS_ Accounts Receivable Cash Application. Monetary Amount. ADS_ Multi Currency Amount		ADS	Accounts Receivable Cash Application		Monetary Amount			ADS	Multi Currency Amount
O2C	31	RBIE	AR Cash Application	24	GL Line Debit Account Number	2	TEXT	100	gl-cor:accountMainID with gl-cor:accountPurposeDescription = 'debit-value' in a second account structure	Chart_Of_Accounts	ADS_ Accounts Receivable Cash Application. Debit GL Account Number. ADS_ Chart Of Accounts	GL account number on which the debit side of the transaction has been posted.	ADS	Accounts Receivable Cash Application		Debit GL Account Number			ADS	Chart Of Accounts
O2C	31	RBIE	AR Cash Application	25	GL Line Credit Account Number	2	TEXT	100	gl-cor:mainAccountID with gl-cor:mainAccountPurposeDescriptio gl-cor:accountMainID with gl-cor:accountPurposeDescription n = 'credit-value' in a second account structure	Chart_Of_Accounts	ADS_ Accounts Receivable Cash Application. Credit GL Account Number. ADS_ Chart Of Accounts	GL account number on which the credit side of the transaction has been posted.	ADS	Accounts Receivable Cash Application		Credit GL Account Number			ADS	Chart Of Accounts
O2C	31	ASBIE	AR Cash Application	26	SegmentX						ADS_ Accounts Receivable Cash Application. Classified. ADS_ SegmentX		ADS	Accounts Receivable Cash Application		Classified			ADS	SegmentX
O2C	32	ABIE	AR Adjustments	0					"gl-cor:entriesType value = 'other' [entriesType] is a mandatory field; [other] is an enumerated value.<br>gl-cor: entriesComment value = 'ads:AR_Adjustments_YYYYMMDD_YYYYMMDD' [entriesComment] is the descriptive field describing what is common in the collection of information; introducing audit data standard namespace and qualifier for type of collection ties it to this representation.<br>* As adjustments may reflect multiple underlying originating documents, association of each adjustment will appear as an independent entryDetail to differentiate between adjustments and underlying originating documents."		ADS_ Accounts Receivable Adjustment. Details	"The AR Adjustments YYYYMMDD YYYYMMDD file contains all adjustments (for example, write-offs, credit memos, and other adjustments) recorded against the invoice and impacting the invoice balance during the period. It does not include the application of cash received (which is contained in the table AR Cash Application YYYYMMDD). The file will have one record for each adjustment to each invoice. For example, if an adjustment transaction impacted three invoices, there will be three records for that adjustment - one for each of the invoices impacted by the adjustment"	ADS	Accounts Receivable Adjustment						
O2C	32	BBIE	AR Adjustments	1	Adjustment ID	1	TEXT	100	gl-cor:documentReference		ADS_ Accounts Receivable Adjustment. ID	"Unique identifier for the adjustment of record. This ID may need to be created by concatenating fields (for example, document number, document type, and year) to uniquely identify each transaction."	ADS	Accounts Receivable Adjustment		Identification		Identifier		
O2C	32	BBIE	AR Adjustments	2	Adjustment Type	1	TEXT	25	gl-cor:documentType using provided enumerations or gl-cor:documentType = {other} and and gl-bus:paymentMethod with codes from AR_Adjustment_Type_Listing_YYYYM MDD		ADS_ Accounts Receivable Adjustment. Type. Code	"The code value or indicator of the method by which the transaction debit or credit amount was extinguished or apportioned to the debt by the customer (for example, credit memo, debit memo, finance charge, other adjustments, and so on). See 1.9 AR Adjustment Type Listing YYYYM MDD."	ADS	Accounts Receivable Adjustment		Type		Code		
O2C	32	BBIE	AR Adjustments	3	Adjustment Document Number	1	TEXT	100	gl-cor:documentNumber		ADS_ Accounts Receivable Adjustment. Document Number. Code	"The identification number on an internally generated adjustment document (for example, credit memo)."	ADS	Accounts Receivable Adjustment		Document Number		Code		
O2C	32	RBIE	AR Adjustments	4	Invoice ID	1	TEXT	100	gl-taf:originatingDocumentNumer with gl-taf:originatingDocumentType = 'invoice'	Invoices_Generated	ADS_ Accounts Receivable Adjustment. Originating. ADS_ Invoice Generated	"Unique identifier for each invoice. This ID may need to be created by concatenating fields (for example, document number, document type, and year) to uniquely identify each transaction. The same ID must be used for all tables with invoice data (Invoices Generated YYYYMMDD YY YYMMDD, Open Accounts Receivable YYYYMM DD, AR Cash Application YYYYMMDD Y YYYMMDD, and AR Adjustments YYYYMMDD YYYY MMDD). Leave blank if adjustment is at customer (not invoice) level."	ADS	Accounts Receivable Adjustment		Originating			ADS	Invoice Generated
O2C	32	BBIE	AR Adjustments	5	Adjustment Date	1	DATE		gl-cor:postingDate		ADS_ Accounts Receivable Adjustment. Adjustment Date	"The date of the transaction, regardless of the date the transaction is entered."	ADS	Accounts Receivable Adjustment		Adjustment Date		Date		
O2C	32	BBIE	AR Adjustments	6	Adjustment Fiscal Year	1	TEXT	4	gl-bus:fiscalYearEnd		ADS_ Accounts Receivable Adjustment. Fiscal Year. Code	"Fiscal year in which the Adjustment Date occurs - YYYY for delimited, CCYY-MM-DD fiscal year end (ISO 8601) for extensible business reporting language global ledger taxonomy framework (XBRL GL)."	ADS	Accounts Receivable Adjustment		Fiscal Year		Code		
O2C	32	BBIE	AR Adjustments	7	Adjustment Period	1	TEXT	10	gl-bus:postingCode		ADS_ Accounts Receivable Adjustment. Period. Code	"Fiscal period in which the Adjustment Date occurs. Examples include W1 - W53 for weekly periods, M1 - M12 for monthly periods, and Q1 - Q4 for quarterly periods."	ADS	Accounts Receivable Adjustment		Period		Code		
O2C	32	RBIE	AR Adjustments	8	Business Unit Code	1	TEXT	50	gl-bus:organizationIdentifier	Business_Unit_Listing	ADS_ Accounts Receivable Adjustment. Auditing. ADS_ Business Unit	"Used to identify the business unit, region, branch, and so on at the level that financial statements are being audited. Must match a Business Unit Code in the Business Unit Listing file."	ADS	Accounts Receivable Adjustment		Auditing			ADS	Business Unit
O2C	32	RBIE	AR Adjustments	9	Customer Account ID	1	TEXT	100	gl-cor:identifierCode with gl-cor:identifierType = 'customer'	Customer_Master	ADS_ Accounts Receivable Adjustment. Payer. ADS_ Customer	Identifier of the customer from whom payment is expected or to whom unused credits have been applied. Must match a Customer Account ID in the Customer Master Listing YYYYMMDD file.	ADS	Accounts Receivable Adjustment		Payer			ADS	Customer
O2C	32	ASBIE	AR Adjustments	10	Entry Operation						ADS_ Accounts Receivable Adjustment. Transaction. ADS_ Entry Operation		ADS	Accounts Receivable Adjustment		Transaction			ADS	Entry Operation
O2C	32		AR Adjustments	18	NOTE: THE FOLLOWING FIELDS MAY BE OMITTED IF DETAILED (LINE ITEM) DATA IS PROVIDED						ADS_ Accounts Receivable Adjustment. 		ADS	Accounts Receivable Adjustment						
O2C	32	ASBIE	AR Adjustments	19	Multi Currency Amount				gl-muc:multicurrencyDetail		ADS_ Accounts Receivable Adjustment. Monetary Amount. ADS_ Multi Currency Amount		ADS	Accounts Receivable Adjustment		Monetary Amount			ADS	Multi Currency Amount
O2C	32	ASBIE	AR Adjustments	25	Charged TaxN	1					ADS_ Accounts Receivable Adjustment. Charged. ADS_ Charged TaxN	"Code for Tax1 type (for example, Sales, VAT). This field should agree with the Regulator Code field in the Tax Table YYYYMMDD"	ADS	Accounts Receivable Adjustment		Charged			ADS	Charged TaxN
O2C	32	RBIE	AR Adjustments	34	GL Debit Account Number	2	TEXT	100	gl-cor:accountMainID with gl-cor:accountPurposeDescription = 'debit-value' in a second account structure	Chart_Of_Accounts	ADS_ Accounts Receivable Adjustment. Debit GL Account Number. ADS_ Chart Of Accounts	GL account number on which the debit side of the transaction has been posted.	ADS	Accounts Receivable Adjustment		Debit GL Account Number			ADS	Chart Of Accounts
O2C	32	RBIE	AR Adjustments	35	GL Credit Account Number	2	TEXT	100	gl-cor:accountMainID with gl-cor:accountPurposeDescription = 'credit-value' in a second account structure	Chart_Of_Accounts	ADS_ Accounts Receivable Adjustment. Credit GL Account Number. ADS_ Chart Of Accounts	GL account number on which the credit side of the transaction has been posted.	ADS	Accounts Receivable Adjustment		Credit GL Account Number			ADS	Chart Of Accounts
O2C	32	ASBIE	AR Adjustments	42	SegmentX						ADS_ Accounts Receivable Adjustment. Classified. ADS_ SegmentX		ADS	Accounts Receivable Adjustment		Classified			ADS	SegmentX
O2C	33	ABIE	AR Adjustment Lines	0					"gl-cor:entriesType value = 'other' [entriesType] is a mandatory field; [other] is an enumerated value.<br>gl-cor: entriesComment value = 'ads:AR_Adjustment_Lines_YYYYMMDD_YYYYMMDD' [entriesComment] is the descriptive field describing what is common in the collection of information; introducing audit data standard namespace and qualifier for type of collection ties it to this representation.<br>* As adjustments may reflect multiple underlying originating documents, association of each adjustment line will appear as an independent entryDetail to differentiate between adjustments and underlying originating documents."		ADS_ Accounts Receivable Adjustment Line. Details	"The AR Adjustment Lines YYYYMMDD YYYYMMDD file contains line item details for the invoices included in the file AR Adjustments YYYYMMDD YYYYMMDD. This file is optional, but it is preferred unless the quantity of data is unmanageable. The file will have one record for each invoice line item impacted by each adjustment."	ADS	Accounts Receivable Adjustment Line						
O2C	33	RBIE	AR Adjustment Lines	1	Adjustment ID	1	TEXT	100	gl-cor:documentReference	AR_Adjustment	ADS_ Accounts Receivable Adjustment Line. Detail to Summary. ADS_ Accounts Receivable Adjustment	"Unique identifier for the adjustment of record. This ID may need to be created by concatenating fields (for example, document number, document type, and year) to uniquely identify each transaction."	ADS	Accounts Receivable Adjustment Line		Detail to Summary			ADS	Accounts Receivable Adjustment
O2C	33	RBIE	AR Adjustment Lines	2	Invoice ID	1	TEXT	100	gl-taf:originatingDocumentNumer with gl-taf:originatingDocumentType = 'invoice'	Invoices_Generated	ADS_ Accounts Receivable Adjustment Line. Originating. ADS_ Invoice Generated	"Unique identifier for each invoice. This ID may need to be created by concatenating fields (for example, document number, document type, and year) to uniquely identify each transaction. The same ID must be used for all tables with invoice data (Invoices Generated YYYYMMDD Y YYYMMDD, Open Accounts Receivable YYYYM MDD, AR Cash Application YYYYMMDD YYYYMMDD, and AR Adjustments YYYYMMDD YYYY MMDD). Leave blank if cash application is at customer (not invoice) level."	ADS	Accounts Receivable Adjustment Line		Originating			ADS	Invoice Generated
O2C	33	RBIE	AR Adjustment Lines	3	Invoice Line ID	1	TEXT	10	gl-cor:lineNumber*	Invoices_Generated_Lines	ADS_ Accounts Receivable Adjustment Line. Related. ADS_ Invoice Generated Lines	Line item number of the originating invoice to which the adjustment applies. Leave blank if cash application is at customer (not invoice) level.	ADS	Accounts Receivable Adjustment Line		Related			ADS	Invoice Generated Lines
O2C	33	ASBIE	AR Adjustment Lines	4	Multi Currency Amount				gl-muc:multicurrencyDetail		ADS_ Accounts Receivable Adjustment Line. Monetary Amount. ADS_ Multi Currency Amount		ADS	Accounts Receivable Adjustment Line		Monetary Amount			ADS	Multi Currency Amount
O2C	33	ASBIE	AR Adjustment Lines	10	Charged TaxN	1					ADS_ Accounts Receivable Adjustment Line. Charged. ADS_ Charged TaxN	"Code for Tax1 type (for example, Sales, VAT). This field should agree with the Regulator Code field in the Tax Table YYYYMMDD"	ADS	Accounts Receivable Adjustment Line		Charged			ADS	Charged TaxN
O2C	33	RBIE	AR Adjustment Lines	19	GL Debit Account Number	2	TEXT	100	gl-cor:accountMainID with gl-cor:accountPurposeDescription mainAccountPurposeDescription = 'debit-value' in a second account structure	Chart_Of_Accounts	ADS_ Accounts Receivable Adjustment Line. Debit GL Account Number. ADS_ Chart Of Accounts	GL account number on which the debit side of the transaction has been posted.	ADS	Accounts Receivable Adjustment Line		Debit GL Account Number			ADS	Chart Of Accounts
O2C	33	RBIE	AR Adjustment Lines	20	GL Credit Account Number	2	TEXT	100	gl-cor:accountMainID with gl-cor:accountPurposeDescription = 'credit-value' in a second account structure	Chart_Of_Accounts	ADS_ Accounts Receivable Adjustment Line. Credit GL Account Number. ADS_ Chart Of Accounts	GL account number on which the credit side of the transaction has been posted.	ADS	Accounts Receivable Adjustment Line		Credit GL Account Number			ADS	Chart Of Accounts
O2C	33	ASBIE	AR Adjustment Lines	27	SegmentX						ADS_ Accounts Receivable Adjustment Line. Classified. ADS_ SegmentX		ADS	Accounts Receivable Adjustment Line		Classified			ADS	SegmentX
O2C	33.5	ABIE	AR Adjustment Type Listing	0					"XBRL GL uses enumerated values for the gl-cor:documentType to differentiate between different types of trade documents and related purposes. The difference between the entries in the Receipt_Type_Listing_YYYYMMDD and AR_Adjustment_Type_Listing will be by including gl-cor:documentType to indicate the type of receipt (for example, check, payment-other) for Receipt_Type_Listing_YYYYMMDD and the type of adjustment (for example, debitmemo, credit-emo, finance-charge, manual-adjustment) for the AR_Adjustment_Type_Listing_YYYYMMDD.<br>The enumerations most widely used in order-to-cash include<br>  check<br>  debit-memo<br>  credit-memo<br>  finance-charge<br>  invoice<br>  order-customer<br>  payment-other<br>  reminder<br>  tegata<br>  shipment<br>  receipt<br>  manual-adjustment<br>  other<br>gl-cor:entriesType value = 'other' [entriesType] is a mandatory field; [other] is an enumerated value.<br>gl-cor: entriesComment value = 'ads:AR_Adjustment_Type_Listing_YYYYMMDD' [entriesComment] is the descriptive field describing what is common in the collection of information; introducing audit data standard namespace and qualifier for type of collection ties it to this representation."		ADS_ Accounts Receivable Adjustment Type. Details	The AR Adjustment Type Listing YYYYMMDD file contains detailed descriptions of AR Adjustment Type codes.	ADS	Accounts Receivable Adjustment Type						
O2C	33.5	BBIE	AR Adjustment Type Listing	1	AR Adjustment Type	1	TEXT	25	gl-bus:paymentMethod		ADS_ Accounts Receivable Adjustment Type. ID	The code value or indicator of the type of adjustment.	ADS	Accounts Receivable Adjustment Type		Identification		Identifier		
O2C	33.5	BBIE	AR Adjustment Type Listing	2	AR Adjustment Type Description	1	TEXT	100	gl-cor:documentTypeDescription		ADS_ Accounts Receivable Adjustment Type. Description	"The description of the code value indicating the type of transaction (for example, credit memo, debit memo, finance charge, other adjustments and so on)."	ADS	Accounts Receivable Adjustment Type		Description		Text		
O2C	36	ABIE	Sales Orders	0					gl-cor:entriesType value = 'other' [entriesType] is a mandatory field; [other] is an enumerated value.<br>gl-cor: entriesComment value = 'ads: Sales_Orders_YYYYMMDD_YYYYMMDD' [entriesComment] is the descriptive field describing what is common in the collection of information; introducing audit data standard namespace and qualifier for type of collection ties it to this representation.		ADS_ Sales Order. Details	"The Sales Orders YYYYMMDD YYYYMMDD file contains, at a minimum, all sales orders placed during the period under review. Ideally this file also includes all sales orders, both current and prior periods, associated with transactions recorded during the period under review. However, because some of those sales orders could have been placed far in the past, the client and auditor should use their judgment in deciding which historical sales orders to include. The file will have one record for each sales order."	ADS	Sales Order						
O2C	36	BBIE	Sales Orders	1	Sales Order ID	1	TEXT	100	gl-cor:documentReference with gl-cor:documentType = 'order- customer'		ADS_ Sales Order. ID	"Unique identifier for each sales order. This ID may need to be created by concatenating fields (for example, document number, document type, and year) to uniquely identify each sales order."	ADS	Sales Order		Identification		Identifier		
O2C	36	BBIE	Sales Orders	2	Sales Order Document ID	1	TEXT	100	gl-cor:documentNumber		ADS_ Sales Order. Document ID. Code	Identification number or code on the sales order.	ADS	Sales Order		Document ID		Code		
O2C	36	BBIE	Sales Orders	3	Sales Order Date	1	DATE		gl-cor:documentDate		ADS_ Sales Order. Sales Order Date	"The date of the sales order, regardless of the date the order is entered."	ADS	Sales Order		Sales Order Date		Date		
O2C	36	BBIE	Sales Orders	4	Sales Order Fiscal Year	1	TEXT	4	gl-bus:fiscalYearEnd		ADS_ Sales Order. Fiscal Year. Code	"Fiscal year in which the Sales Order Date occurs:YYYY for delimited, CCYYMMDD fiscal year end (ISO 8601) for XBRL GL."	ADS	Sales Order		Fiscal Year		Code		
O2C	36	BBIE	Sales Orders	5	Sales Order Period	1	TEXT	10	gl-bus:postingCode		ADS_ Sales Order. Period. Code	"Fiscal period in which the Sales Order Date occurs. Examples include W1 - W53 for weekly periods, M1 - M12 for monthly periods, and Q1 - Q4 for quarterly periods."	ADS	Sales Order		Period		Code		
O2C	36	RBIE	Sales Orders	6	Business Unit Code	1	TEXT	50	gl-bus:organizationIdentifier	Business_Unit_Listing	ADS_ Sales Order. Auditing. ADS_ Business Unit	"Used to identify the business unit, region, branch, and so on at the level that financial statements are being audited. Must match a Business Unit Code in the Business Unit Listing file."	ADS	Sales Order		Auditing			ADS	Business Unit
O2C	36	RBIE	Sales Orders	7	Customer Account ID	1	TEXT	100	gl-cor:identifierCode with gl-cor:identifierType = 'customer'	Customer_Master	ADS_ Sales Order. Payer. ADS_ Customer	Identifier of the customer from whom payment is expected or to whom unused credits have been applied. Must match a Customer Account ID in the Customer Master Listing YYYYMMDD file.	ADS	Sales Order		Payer			ADS	Customer
O2C	36	ASBIE	Sales Orders	8	Entry Operation						ADS_ Sales Order. Transaction. ADS_ Entry Operation		ADS	Sales Order		Transaction			ADS	Entry Operation
O2C	36		Sales Orders	16.5	NOTE: THE FOLLOWING FIELDS MAY BE OMITTED IF DETAILED (LINE ITEM) DATA IS PROVIDED						ADS_ Sales Order. 		ADS	Sales Order						
O2C	36	ASBIE	Sales Orders	17	Local Currency Amount						ADS_ Sales Order. Monetary Amount. ADS_ Local Currency Amount		ADS	Sales Order		Monetary Amount			ADS	Local Currency Amount
O2C	36	ASBIE	Sales Orders	19	SegmentX						ADS_ Sales Order. Classified. ADS_ SegmentX		ADS	Sales Order		Classified			ADS	SegmentX
