kind,level,name,@name,parent,@base,@type,restriction@base,enumeration@value,@minOccurs,@maxOccurs,pathany@namespace,any@minOccurs,@desc,any@desc,any@namespace,any@minOccurs,any@desc
,5,Description,Description,PaymentLine,,SAFlongtextType,,,0,,,,Description of the payment line.,,,,
,5,DebitCreditIndicator,DebitCreditIndicator,PaymentLine,SAFcodeType,,,C,,,,,Indicates whether the amounts on line-level are debit or credit amounts. Entry must correspond to entry reflected in General Ledger Entry. Signing of lineamounts is relative to this indicator. E.g. a return can lead to a negative amount.,,,,
,5,PaymentLineAmount,PaymentLineAmount,PaymentLine,,AmountStructure,,,,,,,Amount for transaction excluding taxes.,,,,
,5,TaxInformation,TaxInformation,PaymentLine,,TaxInformationStructure,,,0,unbounded,,,,,,,
,4,Settlement,Settlement,Payment,,,,,0,,,,,,,,
,5,SettlementDiscount,SettlementDiscount,Settlement,,SAFmiddle1textType,,,0,,,,Description Settlement / Other Discount,,,,
,5,SettlementAmount,SettlementAmount,Settlement,,AmountStructure,,,0,,,,Settlement amount,,,,
,5,SettlementDate,SettlementDate,Settlement,,date,,,0,,,,Date settled,,,,
,5,PaymentMechanism,PaymentMechanism,Settlement,,SAFcodeType,,,0,,,,Payment mechanism,,,,
,4,DocumentTotals,DocumentTotals,Payment,,,,,0,,,,,,,,
,5,TaxInformationTotals,TaxInformationTotals,DocumentTotals,,TaxInformationStructure,,,0,unbounded,,,Control totals tax payable information. Per TaxType/TaxCode the TaxBase and TaxAmount are summarised.,,,,
,5,NetTotal,NetTotal,DocumentTotals,,SAFmonetaryType,,,0,,,,Total amount excluding tax in the header's default currency.,,,,
,5,GrossTotal,GrossTotal,DocumentTotals,,SAFmonetaryType,,,,,,,Total amount including tax in the header's default currency.,,,,
,2,MovementOfGoods,MovementOfGoods,SourceDocuments,,,,,0,,,,,,,,
,3,NumberOfMovementLines,NumberOfMovementLines,MovementOfGoods,,nonNegativeInteger,,,,,,,Number of movementlines in selected period,,,,
,3,TotalQuantityReceived,TotalQuantityReceived,MovementOfGoods,,SAFquantityType,,,,,,,Quantity of goods received,,,,
,3,TotalQuantityIssued,TotalQuantityIssued,MovementOfGoods,,SAFquantityType,,,,,,,Quantity of goods issued in selected period,,,,
,3,StockMovement,StockMovement,MovementOfGoods,,,,,,unbounded,,0,,Represents space to allow individual Revenue Bodies to add further elements,##other,0,Represents space to allow individual Revenue Bodies to add further elements
,4,MovementReference,MovementReference,StockMovement,,SAFmiddle1textType,,,,,,,Unique reference to the movement.,,,,
,4,MovementDate,MovementDate,StockMovement,,date,,,,,,,Document date,,,,
,4,MovementPostingDate,MovementPostingDate,StockMovement,,date,,,0,,,,Date of posting of the movement if different to Movement Date,,,,
,4,MovementPostingTime,MovementPostingTime,StockMovement,,time,,,0,,,,Time of posting of the movement,,,,
,4,TaxPointDate,TaxPointDate,StockMovement,,date,,,0,,,,Date of supply of goods,,,,
,4,MovementType,MovementType,StockMovement,,SAFcodeType,,,,,,,"The movementtype expresses the type of the process for the underlaying lines. E.g. production, sales, purchase. Predescribed TABLE is possible.",,,,
,4,SourceID,SourceID,StockMovement,,SAFmiddle1textType,,,0,,,,Details of person or application that entered the transaction,,,,
,4,SystemID,SystemID,StockMovement,,SAFmiddle1textType,,,0,,,,Unique number created by the system for the document,,,,
,4,DocumentReference,DocumentReference,StockMovement,,,,,0,,,,,,,,
,5,DocumentType,DocumentType,DocumentReference,,SAFshorttextType,,,,,,,Type of document,,,,
,5,DocumentNumber,DocumentNumber,DocumentReference,,SAFmiddle1textType,,,,,,,Reference number of the document,,,,
,5,DocumentLine,DocumentLine,DocumentReference,,SAFshorttextType,,,0,,,,Line number of the document,,,,
,4,StockMovementLine,Line,StockMovement,,,,,,unbounded,,0,,Represents space to allow individual Revenue Bodies to add further elements,##other,0,Represents space to allow individual Revenue Bodies to add further elements
,5,LineNumber,LineNumber,StockMovementLine,,SAFshorttextType,,,,,,,Number of the movementline,,,,
,5,AccountID,AccountID,StockMovementLine,,SAFmiddle2textType,,,0,,,,General Ledger Account code. Can be including sub-account id.,,,,
,5,TransactionID,TransactionID,StockMovementLine,,SAFmiddle2textType,,,0,,,,"Cross-reference to GL posting. It can contain many different levels to identify the transaction. It could include cost centres such as company, division, region, group and branch/department.",,,,
,5,CustomerID,CustomerID,StockMovementLine,,SAFmiddle1textType,,,0,,,,Unique code for the customer,,,,
,5,SupplierID,SupplierID,StockMovementLine,,SAFmiddle1textType,,,0,,,,Unique code for the supplier,,,,
,5,ShipTo,ShipTo,StockMovementLine,,ShippingPointStructure,,,0,,,,Ship To details,,,,
,5,ShipFrom,ShipFrom,StockMovementLine,,ShippingPointStructure,,,0,,,,Ship from Details,,,,
,5,ProductCode,ProductCode,StockMovementLine,,SAFmiddle2textType,,,,,,,Product code,,,,
,5,StockAccountNo,StockAccountNo,StockMovementLine,,SAFmiddle2textType,,,0,,,,"Stock batch, lot, serial identification. Not used when there is exactly 1 PhysicalStock entry per ProductCode",,,,
,5,Quantity,Quantity,StockMovementLine,,SAFquantityType,,,,,,,Quantity of goods,,,,
,5,UnitOfMeasure,UnitOfMeasure,StockMovementLine,,SAFcodeType,,,,,,,Quantity unit of measure e.g. pack of 12,,,,
,5,UOMToUOMPhysicalStockConversionFactor,UOMToUOMPhysicalStockConversionFactor,StockMovementLine,,decimal,,,,,,,Conversion factor of the UOM to UOM Physical Stock,,,,
,5,BookValue,BookValue,StockMovementLine,,SAFmonetaryType,,,0,,,,Value of the transaction line as registrerd in the general ledger in the header's default currency.,,,,
,5,MovementSubType,MovementSubType,StockMovementLine,,SAFcodeType,,,,,,,"Indentify the type of the movement on line / article level. A movement(type) production contains f.i. use of components, getting finished product, efficiencyloss as movementsubtypes. Predescribed TABLE is possible.",,,,
,5,MovementComments,MovementComments,StockMovementLine,,SAFlongtextType,,,0,,,,A reason for the movement,,,,
,5,TaxInformation,TaxInformation,StockMovementLine,,TaxInformationStructure,,,0,unbounded,,,,,,,
,2,AssetTransactions,AssetTransactions,SourceDocuments,,,,,0,,,,Details of all transactions related to an asset during the Selectionperiod.,,,,
,3,NumberOfAssetTransactions,NumberOfAssetTransactions,AssetTransactions,,nonNegativeInteger,,,,,,,Number of movementlines during selected period,,,,
,3,AssetTransaction,AssetTransaction,AssetTransactions,,,,,,unbounded,,0,,Represents space to allow individual Revenue Bodies to add further elements,##other,0,Represents space to allow individual Revenue Bodies to add further elements
,4,AssetTransactionID,AssetTransactionID,AssetTransaction,,SAFmiddle2textType,,,,,,,Unique Identification  of the transaction,,,,
,4,AssetID,AssetID,AssetTransaction,,SAFmiddle1textType,,,,,,,Unique identifier of the asset,,,,
,4,AssetTransactionType,AssetTransactionType,AssetTransaction,,SAFcodeType,,,,,,,Code for the type of the transaction,,,,
,4,Description,Description,AssetTransaction,,SAFlongtextType,,,0,,,,Description of the type of the transaction.,,,,
,4,AssetTransactionDate,AssetTransactionDate,AssetTransaction,,date,,,,,,,Recording date of the transaction type (e. g. assets: date of the addition of the asset),,,,
,4,Supplier,Supplier,AssetTransaction,,,,,0,,,,Information about the supplier of the asset,,,,
,5,SupplierName,SupplierName,Supplier,,SAFmiddle2textType,,,,,,,Name of the supplier of the asset,,,,
,5,SupplierID,SupplierID,Supplier,,SAFmiddle1textType,,,0,,,,Unique code for the supplier,,,,
,5,PostalAddress,PostalAddress,Supplier,,AddressStructure,,,,,,,Address information of the supplier of the asset,,,,
,4,TransactionID,TransactionID,AssetTransaction,,SAFmiddle2textType,,,0,,,,"Cross-reference to GL posting in the journal. It can contain many different levels to identify the transaction. It could include cost centres such as company, division, region, group and branch/department.",,,,
,4,AssetTransactionValuations,AssetTransactionValuations,AssetTransaction,,,,,,,,,These amounts of the transaction can differ per asset valuation type.,,,,
,5,AssetTransactionValuation,AssetTransactionValuation,AssetTransactionValuations,,,,,,unbounded,,0,,Represents space to allow individual Revenue Bodies to add further elements,##other,0,Represents space to allow individual Revenue Bodies to add further elements
,6,AssetValuationType,AssetValuationType,AssetTransactionValuation,,SAFshorttextType,,,0,,,,"Describes the purpose for the reporting: f.i. commercial, tax  in country 1, tax in country 2, etc.",,,,
,6,AcquisitionAndProductionCostsOnTransaction,AcquisitionAndProductionCostsOnTransaction,AssetTransactionValuation,,SAFmonetaryType,,,,,,,Costs of acquisition and/or production of related asset transaction in the header's default currency at date of transaction.,,,,
,6,BookValueOnTransaction,BookValueOnTransaction,AssetTransactionValuation,,SAFmonetaryType,,,,,,,Bookvalue of related asset transaction in the header's default currency at date of transaction.,,,,
,6,AssetTransactionAmount,AssetTransactionAmount,AssetTransactionValuation,,SAFmonetaryType,,,,,,,"Net Amount of related asset transaction in the header's default currency, for instance the net sales revenue.",,,,
ABIE,0,InvoiceStructure,InvoiceStructure,,,,,,,,,0,Containing all information about sales invoices and suppliers invoices,Represents space to allow individual Revenue Bodies to add further elements,##other,0,Represents space to allow individual Revenue Bodies to add further elements
,1,InvoiceNo,InvoiceNo,InvoiceStructure,,SAFmiddle2textType,,,,,,,,,,,
,1,choice,CustomerInfo/SupplierInfo,InvoiceStructure,,,,,0,,,,,,,,
,2,CustomerInfo,CustomerInfo,choice,,,,,,,,,,,,,
,3,chooice,CustomerID/Name,CustomerInfo,,,,,,,,,,,,,
,4,CustomerID,CustomerID,choice,,SAFmiddle1textType,,,,,,,Unique code for the customer,,,,
,4,Name,Name,choice,,SAFmiddle2textType,,,,,,,Name of the customer,,,,
,3,BillingAddress,BillingAddress,CustomerInfo,,AddressStructure,,,,,,,,,,,
,2,SupplierInfo,SupplierInfo,choice,,,,,,,,,,,,,
,3,choice,SupplierID/Name,SupplierInfo,,,,,,,,,,,,,
,4,SupplierID,SupplierID,choice,,SAFmiddle1textType,,,,,,,Unique code for the supplier,,,,
,4,Name,Name,choice,,SAFmiddle2textType,,,,,,,Name of the supplier,,,,
,3,BillingAddress,BillingAddress,SupplierInfo,,AddressStructure,,,,,,,,,,,
,1,AccountID,AccountID,InvoiceStructure,,SAFmiddle2textType,,,0,,,,"General Ledger Account code of the customer / supplier. Can be including sub-account id. It can contain many different levels to identify the Account. It could include cost centres such as company, division, region, group and branch/department.",,,,
,1,BranchStoreNumber,BranchStoreNumber,InvoiceStructure,,SAFmiddle1textType,,,0,,,,"Branch or Storenumber, additional segregation of customer/supplier, used if not included as part of the customer/supplier id.",,,,
,1,Period,Period,InvoiceStructure,,nonNegativeInteger,,,0,,,,Accounting Period,,,,
,1,PeriodYear,PeriodYear,InvoiceStructure,nonNegativeInteger,,,,0,,,,The year of the Accounting Period.,,,,
,1,InvoiceDate,InvoiceDate,InvoiceStructure,,date,,,,,,,,,,,
,1,InvoiceType,InvoiceType,InvoiceStructure,,SAFcodeType,,,0,,,,"Type of invoice: Debit invoice, Credit invoice, Cash, Ticket, etc.",,,,
,1,shipTo,ShipTo,InvoiceStructure,,ShippingPointStructure,,,0,,,,Ship To details,,,,
,1,shipFrom,ShipFrom,InvoiceStructure,,ShippingPointStructure,,,0,,,,Ship from Details,,,,
,1,PaymentTerms,PaymentTerms,InvoiceStructure,,SAFmiddle2textType,,,0,,,,Payments terms for this invoice,,,,
,1,SelfBillingIndicator,SelfBillingIndicator,InvoiceStructure,,SAFcodeType,,,0,,,,Indicator showing if self-billing  is used for this invoice.,,,,
,1,SourceID,SourceID,InvoiceStructure,,SAFmiddle1textType,,,0,,,,Details of person or application that entered the transaction,,,,
,1,GLPostingDate,GLPostingDate,InvoiceStructure,,date,,,0,,,,Date posting to GL,,,,
,1,BatchID,BatchID,InvoiceStructure,,SAFmiddle1textType,,,0,,,,Systems generated ID for batch,,,,
,1,SystemID,SystemID,InvoiceStructure,,SAFmiddle1textType,,,0,,,,Unique number created by the system for the document,,,,
,1,TransactionID,TransactionID,InvoiceStructure,,SAFmiddle2textType,,,0,,,,"Cross-reference to GL posting. It can contain many different levels to identify the transaction. It could include cost centres such as company, division, region, group and branch/department.",,,,
,1,ReceiptNumbers,ReceiptNumbers,InvoiceStructure,,SAFlongtextType,,,0,,,,"The number(s) of the receipt(s) on this ""consolidated invoicerecord"". Can be a single number, a range or a list.",,,,
,1,InvoiceLine,Line,InvoiceStructure,,,,,,unbounded,,0,,Represents space to allow individual Revenue Bodies to add further elements,##other,0,Represents space to allow individual Revenue Bodies to add further elements
,2,LineNumber,LineNumber,InvoiceLine,,SAFshorttextType,,,0,,,,Number of the invoiceline,,,,
,2,AccountID,AccountID,InvoiceLine,,SAFmiddle2textType,,,0,,,,"General Ledger Account code of the GL-revenue-account. Can be including sub-account id. It can contain many different levels to identify the Account. It could include cost centres such as company, division, region, group and branch/department.",,,,
,2,Analysis,Analysis,InvoiceLine,,AnalysisStructure,,,0,unbounded,,,General Ledger analysis codes,,,,
,2,OrderReferences,OrderReferences,InvoiceLine,,,,,0,unbounded,,,Relevant order references,,,,
,3,OriginatingON,OriginatingON,OrderReferences,,SAFmiddle2textType,,,0,,,,Origination Order Number,,,,
,3,OrderDate,OrderDate,OrderReferences,,date,,,0,,,,Date of order,,,,
,2,ShipTo,ShipTo,InvoiceLine,,ShippingPointStructure,,,0,,,,Ship To details,,,,
,2,ShipFrom,ShipFrom,InvoiceLine,,ShippingPointStructure,,,0,,,,Ship from Details,,,,
,2,GoodsServicesID,GoodsServicesID,InvoiceLine,,SAFcodeType,,,0,,,,Indicator showing if goods or service,,,,
,2,ProductCode,ProductCode,InvoiceLine,,SAFmiddle2textType,,,0,,,,Product code,,,,
,2,ProductDescription,ProductDescription,InvoiceLine,,SAFlongtextType,,,0,,,,Description of goods or services.,,,,
,2,Delivery,Delivery,InvoiceLine,,,,,0,,,,Information about the date or timeframe of the delivery of the goods or services.,,,,
,3,MovementReference,MovementReference,Delivery,,SAFmiddle1textType,,,,unbounded,,,Unique reference to the movement.,,,,
,3,DeliveryDate,DeliveryDate,Delivery,,date,,,,,,,The date of the delivery,,,,
,3,DeliveryPeriod,DeliveryPeriod,Delivery,,,,,,,,,Timeframe of the deliveries,,,,
,4,FromDate,FromDate,DeliveryPeriod,,date,,,,,,,Startdate of the deliveries,,,,
,4,ToDate,ToDate,DeliveryPeriod,,date,,,,,,,Enddate of the deliveries,,,,
,2,Quantity,Quantity,InvoiceLine,,SAFquantityType,,,0,,,,Quantity of goods and services supplied.,,,,
,2,InvoiceUOM,InvoiceUOM,InvoiceLine,,SAFcodeType,,,0,,,,Quantity unit of measure e.g. pack of 12,,,,
,2,UOMToUOMBaseConversionFactor,UOMToUOMBaseConversionFactor,InvoiceLine,,decimal,,,0,,,,Conversion factor of the InvoiceUOM to UOM Base. Only needed when InvoiceUOM is reported and is different from the UOM Base.,,,,
,2,UnitPrice,UnitPrice,InvoiceLine,,SAFmonetaryType,,,,,,,Unit price for the unit/group of units per UOM in the header's default currency.,,,,
,2,TaxPointDate,TaxPointDate,InvoiceLine,,date,,,,,,,Tax Point date where recorded or if not recorded then the Invoice date,,,,
,2,References,References,InvoiceLine,,,,,0,,,,Credit Note references,,,,
,3,CreditNote,CreditNote,References,,,,,0,,,,,,,,
,4,Reference,Reference,CreditNote,,SAFmiddle1textType,,,0,,,,Credit note reference (where applicable) to original invoice,,,,
,4,Reason,Reason,CreditNote,,SAFlongtextType,,,0,,,,Credit note reason or rationale,,,,
,2,Description,Description,InvoiceLine,,SAFlongtextType,,,,,,,Description of Invoice Line.,,,,
,2,InvoiceLineAmount,InvoiceLineAmount,InvoiceLine,,AmountStructure,,,,,,,Amount for transaction excluding taxes and freightcharges.,,,,
,2,DebitCreditIndicator,DebitCreditIndicator,InvoiceLine,SAFcodeType,,,C,,,,,Indicates whether the amounts on line-level are debit or credit amounts. Entry must correspond to entry reflected in General Ledger Entry. Signing of lineamounts is relative to this indicator. E.g. a return can lead to a negative amount.,,,,
,2,ShippingCostsAmount,ShippingCostsAmount,InvoiceLine,,AmountStructure,,,0,,,,Amount for shipping/freight charges.,,,,
,2,TaxInformation,TaxInformation,InvoiceLine,,TaxInformationStructure,,,0,unbounded,,,,,,,
,1,Settlement,Settlement,InvoiceStructure,,,,,0,,,,,,,,
,2,SettlementDiscount,SettlementDiscount,Settlement,,SAFmiddle1textType,,,0,,,,Description Settlement / Other Discount,,,,
,2,SettlementAmount,SettlementAmount,Settlement,,AmountStructure,,,,,,,Settlement amount,,,,
,2,SettlementDate,SettlementDate,Settlement,,date,,,0,,,,Date settled,,,,
,2,PaymentMechanism,PaymentMechanism,Settlement,,SAFcodeType,,,0,,,,Payment mechanism,,,,
,1,DocumentTotals,DocumentTotals,InvoiceStructure,,,,,0,,,,,,,,
,2,TaxInformationTotals,TaxInformationTotals,DocumentTotals,,TaxInformationStructure,,,0,unbounded,,,Control totals tax payable information. Per TaxType/TaxCode the TaxBase and TaxAmount are summarised.,,,,
,2,ShippingCostsAmountTotal,ShippingCostsAmountTotal,DocumentTotals,,SAFmonetaryType,,,0,,,,Control total amount freight charges,,,,
,2,NetTotal,NetTotal,DocumentTotals,,SAFmonetaryType,,,,,,,Control total sales value excluding tax and shippingcosts.,,,,
,2,GrossTotal,GrossTotal,DocumentTotals,,SAFmonetaryType,,,,,,,Control total amount including tax and shippingcosts.,,,,
ABIE,0,ShippingPointStructure,ShippingPointStructure,,,,,,,,,,A structure that holds all shipping point information.,,,,
,1,DeliveryID,DeliveryID,ShippingPointStructure,,SAFmiddle1textType,,,0,,,,Identification of the delivery,,,,
,1,DeliveryDate,DeliveryDate,ShippingPointStructure,,date,,,0,,,,Date goods are delivered,,,,
,1,WarehouseID,WarehouseID,ShippingPointStructure,,SAFmiddle1textType,,,0,,,,"Warehouse where goods held - also to identify work-in-progress, or stock-in-transit",,,,
,1,LocationID,LocationID,ShippingPointStructure,,SAFshorttextType,,,0,,,,Location of goods in warehouse,,,,
,1,UCR,UCR,ShippingPointStructure,,SAFmiddle1textType,,,0,,,,Unique consignment reference number,,,,
,1,Address,Address,ShippingPointStructure,,AddressStructure,,,0,,,,,,,,
ABIE,0,AddressStructure,AddressStructure,,,,,,,,,,[Common to all SAFs] A common structure used wherever an address is required.,,,,
,1,StreetName,StreetName,AddressStructure,,SAFmiddle2textType,,,0,,,,,,,,
,1,Number,Number,AddressStructure,,SAFshorttextType,,,0,,,,,,,,
,1,AdditionalAddressDetail,AdditionalAddressDetail,AddressStructure,,SAFmiddle2textType,,,0,,,,,,,,
,1,Building,Building,AddressStructure,,SAFmiddle1textType,,,0,,,,,,,,
,1,City,City,AddressStructure,,SAFmiddle1textType,,,,,,,,,,,
,1,PostalCode,PostalCode,AddressStructure,,SAFshorttextType,,,,,,,,,,,
,1,Region,Region,AddressStructure,,SAFmiddle1textType,,,0,,,,Country specific code to indicate regions / provinces within the tax authority. Preferably described according to ISO 3166-2. Example: GB-KEN for Kent county in the United Kingdom.,,,,
,1,Country,Country,AddressStructure,,ISOCountryCode,,,0,,,,Two-letter country code according to ISO 3166-1 alpha 2 standard. Example NL for the Netherlands.,,,,
,1,AddressType,AddressType,AddressStructure,string,,,ShipFromAddress,0,,,,"Field to differentiate between multiple addresses. To indicate the type of address. Choose  from the predefined enumeration. (examples: StreetAddress PostalAddress, BillingAddress)",,,,
ABIE,0,AmountStructure,AmountStructure,,,,,,,,,,[Common to all SAFs] A common structure used wherever an amount is required. Monetary amount with optional foreign currency exchange rate information.,,,,
,2,element,Amount,sequence,,SAFmonetaryType,,,,,,,In the header's default currency.,,,,
,2,sequence,,sequence,,,,,0,,,,,,,,
,3,element,ExchangeRate,sequence,,SAFexchangerateType,,,0,,,,The exchange rate used. CurrencyAmount x ExchangeRate = Amount,,,,
ABIE,0,AnalysisStructure,AnalysisStructure,,,,,,,,,,General Ledger analysis codes,,,,
,2,element,AnalysisAmount,sequence,,AmountStructure,,,0,,,,Amount applying to the Analysis: f.i. the amount applying for this cost center,,,,
ABIE,0,BankAccountStructure,BankAccountStructure,,,,,,,,,,"[Common to all SAFs] Bank account number information. IBAN number, or account number with optional information.",,,,
,1,choice,IBANNumber,BankAccountStructure,,SAFmiddle1textType,,,,,,,"International Bank Account Number, ISO 13616",,,,
,3,BankAccountNumber,BankAccountNumber,sequence,,SAFmiddle1textType,,,,,,,The number allocated to the account by the individual’s or company’s own bank.,,,,
,3,BankAccountName,BankAccountName,sequence,,SAFmiddle2textType,,,0,,,,The name of the individual or company holding the bank account.,,,,
,3,SortCode,SortCode,sequence,,SAFshorttextType,,,0,,,,Identifier for the bank branch at which the account is held. May be needed to uniquely identify the account.,,,,
ABIE,0,CompanyHeaderStructure,CompanyHeaderStructure,,,,,,,,,,[Common to all SAFs] CompanyStructure with mandatory RegistrationNumber and Telephone (Contact),,,,
,2,restriction,,complexContent,CompanyStructure,,,,,,,,,,,,
,4,element,BankAccount,sequence,,BankAccountStructure,,,0,unbounded,,,"Unique number to identify the company in the accounting records, issued by a government body or created by the company for internal purposes to identify different entities within their corporate group.",,,,
ABIE,0,CompanyStructure,CompanyStructure,,,,,,,,,,"[Common to all SAFs] Name, address, contact and identification information of a company.",,,,
,1,RegistrationNumber,RegistrationNumber,CompanyStructure,,SAFmiddle1textType,,,0,,,,"Unique number to identify the company in the accounting records, issued by a government authority or created by the company for internal purposes to identify different entities within their corporate group.",,,,
,1,Name,Address,CompanyStructure,,AddressStructure,,,,unbounded,,,,,,,
,1,Contact,Contact,CompanyStructure,,ContactInformationStructure,,,0,unbounded,,,,,,,
,1,TaxRegistration,TaxRegistration,CompanyStructure,,TaxIDStructure,,,0,unbounded,,,,,,,
,1,BankAccount,BankAccount,CompanyStructure,,BankAccountStructure,,,0,unbounded,,,,,,,
ABIE,0,ContactHeaderStructure,ContactHeaderStructure,,ContactInformationStructure,,,,,,,,[Common to all SAFs] ContactInformationStructure with madatory TelephoneNumber,,,,
,1,ContactPerson,Telephone,ContactHeaderStructure,,SAFshorttextType,,,,,,,,,,,
,1,Fax,Fax,ContactHeaderStructure,,SAFshorttextType,,,0,,,,,,,,
,1,Email,Email,ContactHeaderStructure,,SAFmiddle2textType,,,0,,,,,,,,
,1,Website,Website,ContactHeaderStructure,,anyURI,,,0,,,,,,,,
ABIE,0,ContactInformationStructure,ContactInformationStructure,,,,,,,,,,[Common to all SAFs] Contact information of a company.,,,,
,1,ContactPerson,ContactPerson,ContactInformationStructure,,PersonNameStructure,,,,,,,,,,,
,1,Telephone,Telephone,ContactInformationStructure,,SAFshorttextType,,,0,,,,,,,,
,1,Fax,Fax,ContactInformationStructure,,SAFshorttextType,,,0,,,,,,,,
,1,Email,Email,ContactInformationStructure,,SAFmiddle2textType,,,0,,,,,,,,
,1,Website,Website,ContactInformationStructure,,anyURI,,,0,,,,,,,,
ABIE,0,HeaderStructure,HeaderStructure,,,,,,,,,,[Common to all SAFs] Overall information about this Standard Auditfile.,,,,
,1,AuditFileVersion,AuditFileVersion,HeaderStructure,,SAFcodeType,,,,,,,Identification of the Standard Audit File SAF-T version being used,,,,
,1,AuditFileCountry,AuditFileCountry,HeaderStructure,,ISOCountryCode,,,,,,,Two-letter country code according to ISO 3166-1 alpha 2 standard. Example NL for the Netherlands.,,,,
,1,AuditFileRegion,AuditFileRegion,HeaderStructure,,SAFcodeType,,,0,,,,Country specific code to indicate regions / provinces within the tax authority. Preferably described according to ISO 3166-2. Example: GB-KEN for Kent county in the United Kingdom.,,,,
,1,AuditFileDateCreated,AuditFileDateCreated,HeaderStructure,,date,,,,,,,Date of production of SAF-T,,,,
,1,SoftwareCompanyName,SoftwareCompanyName,HeaderStructure,,SAFmiddle2textType,,,,,,,Name of the software company whose product created the SAF-T.,,,,
,1,SoftwareID,SoftwareID,HeaderStructure,,SAFlongtextType,,,,,,,Name of the Software that generated the SAF-T.,,,,
,1,SoftwareVersion,SoftwareVersion,HeaderStructure,,SAFshorttextType,,,,,,,Version of the software that created the SAF-T.,,,,
,1,Company,Company,HeaderStructure,,CompanyHeaderStructure,,,,,,,Company's name and address details.,,,,
,1,DefaultCurrencyCode,DefaultCurrencyCode,HeaderStructure,,ISOCurrencyCode,,,,,,,Three letter Currency Code  (ISO 4217) of local currency which is the default for the SAF.,,,,
,1,SelectionCriteria,SelectionCriteria,HeaderStructure,,SelectionCriteriaStructure,,,0,,,,Criteria set by the user to populate the audit files,,,,
,1,HeaderComment,HeaderComment,HeaderStructure,,SAFlongtextType,,,0,,,,Space for any further generic comments on the SAF-T. Revenue Bodies should consider what information they would expect to see here.,,,,
ABIE,0,PersonNameStructure,PersonNameStructure,,,,,,,,,,[Common to all SAFs] All information about the name of a natural person.,,,,
,1,Title,Title,PersonNameStructure,,SAFcodeType,,,0,,,,,,,,
,1,FirstName,FirstName,PersonNameStructure,,SAFmiddle1textType,,,,,,,,,,,
,1,Initials,Initials,PersonNameStructure,,SAFshorttextType,,,0,,,,,,,,
,1,LastNamePrefix,LastNamePrefix,PersonNameStructure,,SAFshorttextType,,,0,,,,"A textual expression of a prefix that precedes this person's family name such as Van, Von.",,,,
,1,LastName,LastName,PersonNameStructure,,SAFmiddle2textType,,,,,,,,,,,
,1,BirthName,BirthName,PersonNameStructure,,SAFmiddle2textType,,,0,,,,,,,,
,1,Salutation,Salutation,PersonNameStructure,,SAFshorttextType,,,0,,,,"A formal sign or expression of greeting, expressed as text, that is appropriate for this person such as Right Honourable, Monsignor or Madam.",,,,
,1,OtherTitles,OtherTitles,PersonNameStructure,,SAFshorttextType,,,0,unbounded,,,,,,,
ABIE,0,SelectionCriteriaStructure,SelectionCriteriaStructure,,,,,,0,,,,[Common to all SAFs] The selection criteria used to generate this Standard Auditfile,,,,
,1,TaxReportingJurisdiction,TaxReportingJurisdiction,SelectionCriteriaStructure,,SAFmiddle1textType,,,0,,,,Identifies the tax jurisdiction for whose purpose the SAF has been created. Principally for use where a single Revenue body covers more than one territory.,,,,
,1,CompanyEntity,CompanyEntity,SelectionCriteriaStructure,,SAFmiddle2textType,,,0,,,,For use where data has been extracted from the full data set by reference to a specific corporate entity.,,,,
,1,choice,,SelectionCriteriaStructure,,,,,,,,,"Allows for a choice between selection on calendar dates and periods according to the accounting system, e.g. 1 to 12 for a 12-months accounting system.",,,,
,2,SelectionStartDate,SelectionStartDate,choice,,date,,,,,,,The start date for the reporting period covered by the SAF.,,,,
,2,SelectionEndDate,SelectionEndDate,choice,,date,,,,,,,The end date for the reporting period covered by the SAF.,,,,
,2,PeriodStart,PeriodStart,choice,,nonNegativeInteger,,,,,,,The first Accounting Period covered by the SAF.,,,,
,2,PeriodStartYear,PeriodStartYear,choice,nonNegativeInteger,,,,,,,,The Accounting Year in which the PeriodStart falls.,,,,
,2,PeriodEnd,PeriodEnd,choice,,nonNegativeInteger,,,,,,,The last Accounting Period covered by the SAF.,,,,
,2,PeriodEndYear,PeriodEndYear,choice,nonNegativeInteger,,,,,,,,The Accounting Year in which the PeriodEnd falls.,,,,
,1,DocumentType,DocumentType,SelectionCriteriaStructure,,SAFlongtextType,,,0,,,,Type of documents selected. For use where the data has been restricted by reference to particular transaction types.,,,,
,1,OtherCriteria,OtherCriteria,SelectionCriteriaStructure,,SAFlongtextType,,,0,unbounded,,,Any other criteria used in selecting data. Individual Revenue Bodies may wish to draw up a list of other acceptable selection criteria for use within their jurisdiction.,,,,
ABIE,0,TaxIDStructure,TaxIDStructure,,,,,,,,,,[Common to all SAFs] Tax information of a company.,,,,
,1,TaxRegistrationNumber,TaxRegistrationNumber,TaxIDStructure,,SAFmiddle1textType,,,,,,,Unique number issued by a Revenue Body for use by the company.,,,,
,1,TaxType,TaxType,TaxIDStructure,,SAFcodeType,,,0,,,,For use where information reported in the SAF-T covers more than one type of tax regime: to identify the type of tax regime to which this entry relates.,,,,
,1,TaxNumber,TaxNumber,TaxIDStructure,,SAFmiddle1textType,,,0,,,,"The tax registration number for the particular tax regime referred to by TaxType, f.i. VAT-number",,,,
