num,Module,Kind,Table,Name,Level,Card,Type,DictionaryEntryName,Description,ObjectClassTermQualifier,ObjectClassTerm,DatatypeQualifier,RepresentationTerm,AssociatedObjectClassTermQualifier,AssociatedObjectClass,ReferencedObjectClassTermQualifier,ReferencedObjectClass,Type,Description
108,Master Files,BBIE,,ProductGroup,1,0..1,SAFmiddle2textType,Tax Information Structure. Detail,Code identifying aggregated level at which similar products are grouped,,Product,,Text,,,,,SAFmiddle2textType,Code identifying aggregated level at which similar products are grouped
109,Master Files,BBIE,,Description,1,1..1,SAFlongtextType,Tax Information Structure. Detail,Description of goods or services.,,Product,,Text,,,,,SAFlongtextType,Description of goods or services.
110,Master Files,BBIE,,ProductCommodityCode,1,0..1,SAFmiddle1textType,Tax Information Structure. Detail,Classification for import / export,,Product,,Text,,,,,SAFmiddle1textType,Classification for import / export
111,Master Files,BBIE,,ProductNumberCode,1,0..1,SAFmiddle2textType,Tax Information Structure. Detail,EAN or other code,,Product,,Text,,,,,SAFmiddle2textType,EAN or other code
112,Master Files,BBIE,,ValuationMethod,1,0..1,SAFcodeType,Tax Information Structure. Detail,"FIFO, LIFO, Average cost etc.",,Product,,Code,,,,,SAFcodeType,"FIFO, LIFO, Average cost etc."
113,Master Files,RFBIE,,U OBase,1,1..1,SAFcodeType,Tax Information Structure. Detail,Unit of measure for Stock Administration for this product Predescribed TABLE is possible.,,Product,,Code,,,,U OTableEntry,SAFcodeType,Unit of measure for Stock Administration for this product Predescribed TABLE is possible.
114,Master Files,ASBIE,,sequence_ UM,1,0..1,,Tax Information Structure. Detail,Not needed when not applicable,,Product,,,,sequence_UOM,,,,Not needed when not applicable
118,Master Files,ASBIE,,Tax,1,0..*,,Tax Information Structure. Detail,,,Product,,,,Tax,,,,
999,Master Files,BBIE,,any##other,1,0..1,Represents space to allow individual Revenue Bodies to add further elements,Tax Information Structure. Detail,Represents space to allow individual Revenue Bodies to add further elements,,Product,,,,,,,Represents space to allow individual Revenue Bodies to add further elements,Represents space to allow individual Revenue Bodies to add further elements
103,Master Files,ABIE,,Products,,,,Products. Detail,,,Products,,,,,,,,
104,Master Files,ASBIE,,Product,1,1..*,,Tax Information Structure. Detail,,,Products,,,,Product,,,,
54,Master Files,ABIE,,Supplier,,,,Supplier_ Company Structure. Detail,,Supplier,Company Structure,,,,,,,,
55,Master Files,ASBIE,,CompanyStructure,1,1..1,,Tax Information Structure. Detail,,Supplier,CompanyStructure,,,,CompanyStructure,,,,
56,Master Files,IDBIE,,Supplier I,1,0..1,SAFmiddle1textType,Tax Information Structure. Detail,Unique code for the supplier,Supplier,CompanyStructure,,Identifier,,,,,SAFmiddle1textType,Unique code for the supplier
57,Master Files,BBIE,,SelfBillingIndicator,1,0..1,SAFcodeType,Tax Information Structure. Detail,Indicator showing if a self-billing agreement exists between the customer and the supplier,Supplier,CompanyStructure,,Code,,,,,SAFcodeType,Indicator showing if a self-billing agreement exists between the customer and the supplier
58,Master Files,RFBIE,,Account I,1,0..1,SAFmiddle2textType,Tax Information Structure. Detail,"General Ledger Account code for this supplier. Can be including sub-account id. It can contain many different levels to identify the Account. It could include cost centres such as company, division, region, group and branch/department.",Supplier,CompanyStructure,,Text,,,,GeneralLedgerAccounts,SAFmiddle2textType,"General Ledger Account code for this supplier. Can be including sub-account id. It can contain many different levels to identify the Account. It could include cost centres such as company, division, region, group and branch/department."
59,Master Files,ASBIE,,choice:OpeningDebitBalance/OpeningCreditBalance,1,1..1,,Tax Information Structure. Detail,,Supplier,CompanyStructure,,,,choice:OpeningDebitBalance/OpeningCreditBalance,,,,
62,Master Files,ASBIE,,choice:ClosingDebitBalance/ClosingCreditBalance,1,1..1,,Tax Information Structure. Detail,,Supplier,CompanyStructure,,,,choice:ClosingDebitBalance/ClosingCreditBalance,,,,
52,Master Files,ABIE,,Suppliers,,,,Suppliers. Detail,,,Suppliers,,,,,,,,
53,Master Files,ASBIE,,Supplier,1,0..*,,Tax Information Structure. Detail,,,Suppliers,,,Supplier,CompanyStructure,,,,
72,Master Files,ABIE,,Tax Code Details,,,,Tax Code Details. Detail,,,Tax Code Details,,,,,,,,
68,Master Files,ABIE,,Tax Table Entry,,,,Tax Table Entry. Detail,,,Tax Table Entry,,,,,,,,
66,Master Files,ABIE,,Tax Table,,,,Tax Table. Detail,,,Tax Table,,,,,,,,
119,Master Files,ABIE,,Tax,,,,Tax. Detail,,,Tax,,,,,,,,
120,Master Files,ASBIE,,sequence_Tax,1,0..1,,Tax Information Structure. Detail,,,Tax,,,,sequence_Tax,,,,
73,Master Files,BBIE,,TaxCode,1,1..1,SAFcodeType,Tax Information Structure. Detail,Tax Code for lookup in tables,,TaxCodeDetails,,Code,,,,,SAFcodeType,Tax Code for lookup in tables
74,Master Files,BBIE,,EffectiveDate,1,0..1,date,Tax Information Structure. Detail,Representing the starting date for this entry,,TaxCodeDetails,,Date,,,,,date,Representing the starting date for this entry
75,Master Files,BBIE,,ExpirationDate,1,0..1,date,Tax Information Structure. Detail,Representing the ending date for this entry,,TaxCodeDetails,,Date,,,,,date,Representing the ending date for this entry
76,Master Files,BBIE,,Description,1,0..1,SAFlongtextType,Tax Information Structure. Detail,Description of the Tax Code,,TaxCodeDetails,,Text,,,,,SAFlongtextType,Description of the Tax Code
77,Master Files,ASBIE,,choice:TaxPercentage/FlatTaxRate,1,1..1,,Tax Information Structure. Detail,,,TaxCodeDetails,,,,choice:TaxPercentage/FlatTaxRate,,,,
81,Master Files,BBIE,,Country,1,0..1,SAFcodeType,Tax Information Structure. Detail,Country specific code to indicate regions / provinces within the tax authority. Preferably described according to ISO 3166-2. Example: GB-KEN for Kent county in the United Kingdom.,,TaxCodeDetails,,Code,,,,,SAFcodeType,Country specific code to indicate regions / provinces within the tax authority. Preferably described according to ISO 3166-2. Example: GB-KEN for Kent county in the United Kingdom.
67,Master Files,ASBIE,,TaxTableEntry,1,1..*,,Tax Information Structure. Detail,,,TaxTable,,,,TaxTableEntry,,,,
69,Master Files,IDBIE,,TaxType,1,1..1,SAFcodeType,Tax Information Structure. Detail,Tax type for look-up in tables,,TaxTableEntry,,Identifier,,,,,SAFcodeType,Tax type for look-up in tables
70,Master Files,BBIE,,Description,1,1..1,SAFlongtextType,Tax Information Structure. Detail,Description of the Tax Type,,TaxTableEntry,,Text,,,,,SAFlongtextType,Description of the Tax Type
71,Master Files,ASBIE,,TaxCodeDetails,1,1..*,,Tax Information Structure. Detail,,,TaxTableEntry,,,,TaxCodeDetails,,,,
27,Master Files,ABIE,,Taxonomies,,,,Taxonomies. Detail,,,Taxonomies,,,,,,,,
28,Master Files,ASBIE,,Taxonomy,1,1..*,,Tax Information Structure. Detail,,,Taxonomies,,,,Taxonomy,,,,
32,Master Files,ABIE,,Taxonomy Element,,,,Taxonomy Element. Detail,,,Taxonomy Element,,,,,,,,
29,Master Files,ABIE,,Taxonomy,,,,Taxonomy. Detail,,,Taxonomy,,,,,,,,
30,Master Files,BBIE,,TaxonomyReference,1,1..1,SAFlongtextType,Tax Information Structure. Detail,Reference to the taxonomy that applies to the GL Account.,,Taxonomy,,Text,,,,,SAFlongtextType,Reference to the taxonomy that applies to the GL Account.
31,Master Files,ASBIE,,TaxonomyElement,1,0..*,,Tax Information Structure. Detail,,,Taxonomy,,,,TaxonomyElement,,,,
33,Master Files,BBIE,,TaxonomyCode,1,1..1,SAFlongtextType,Tax Information Structure. Detail,Reference to specific taxonomy element,,TaxonomyElement,,Text,,,,,SAFlongtextType,Reference to specific taxonomy element
34,Master Files,BBIE,,TaxonomyCluster I,1,0..1,SAFlongtextType,Tax Information Structure. Detail,Additional reference to specific taxonomy element,,TaxonomyElement,,Text,,,,,SAFlongtextType,Additional reference to specific taxonomy element
35,Master Files,BBIE,,TaxonomyClusterContext I,1,0..1,SAFlongtextType,Tax Information Structure. Detail,,,TaxonomyElement,,Text,,,,,SAFlongtextType,
36,Master Files,IDBIE,,Account I,1,1..1,SAFmiddle2textType,Tax Information Structure. Detail,"General Ledger Account code for this TaxanomyReference/TaxonomyCode. Can be including sub-account id. It can contain many different levels to identify the Account. It could include cost centres such as company, division, region, group and branch/department.",,TaxonomyElement,,Identifier,,,,GeneralLedgerAccounts. Account I. Identifier,SAFmiddle2textType,"General Ledger Account code for this TaxanomyReference/TaxonomyCode. Can be including sub-account id. It can contain many different levels to identify the Account. It could include cost centres such as company, division, region, group and branch/department."
85,Master Files,ABIE,,U OM Table Entry,,,,U OM Table Entry. Detail,,,U OM Table Entry,,,,,,,,
83,Master Files,ABIE,,U OM Table,,,,U OM Table. Detail,Table with descriptions of all different kinds of UOM's,,U OM Table,,,,,,,,
84,Master Files,ASBIE,,U OTableEntry,1,1..*,,Tax Information Structure. Detail,,,U OTable,,,,UOMTableEntry,,,,
86,Master Files,IDBIE,,UnitOfMeasure,1,1..1,SAFcodeType,Tax Information Structure. Detail,Quantity unit of measure e.g. pack of 12,,U OTableEntry,,Identifier,,,,,SAFcodeType,Quantity unit of measure e.g. pack of 12
87,Master Files,BBIE,,Description,1,1..1,SAFlongtextType,Tax Information Structure. Detail,Description of the UOM,,U OTableEntry,,Text,,,,,SAFlongtextType,Description of the UOM
173,Master Files,ABIE,,Valuation,,,,Valuation. Detail,,,Valuation,,,,,,,,
174,Master Files,BBIE,,AssetValuationType,1,0..1,SAFshorttextType,Tax Information Structure. Detail,"Describes the purpose for the reporting: f.i. commercial, tax  in country 1, tax in country 2, etc.",,Valuation,,Code,,,,,SAFshorttextType,"Describes the purpose for the reporting: f.i. commercial, tax  in country 1, tax in country 2, etc."
175,Master Files,BBIE,,ValuationClass,1,0..1,SAFshorttextType,Tax Information Structure. Detail,This describes the classification of the asset for (tax) reporting purposes.,,Valuation,,Code,,,,,SAFshorttextType,This describes the classification of the asset for (tax) reporting purposes.
176,Master Files,BBIE,,AcquisitionAndProductionCostsBegin,1,1..1,SAFmonetaryType,Tax Information Structure. Detail,Total costs of acquisition and/or production of the asset at SelectionStartDate in the header's default currency.,,Valuation,,Monetary,,,,,SAFmonetaryType,Total costs of acquisition and/or production of the asset at SelectionStartDate in the header's default currency.
177,Master Files,BBIE,,AcquisitionAndProductionCostsEnd,1,1..1,SAFmonetaryType,Tax Information Structure. Detail,Total costs of acquisition and/or production of the asset at SelectionEndDate in the header's default currency.,,Valuation,,Monetary,,,,,SAFmonetaryType,Total costs of acquisition and/or production of the asset at SelectionEndDate in the header's default currency.
178,Master Files,BBIE,,InvestmentSupport,1,0..1,SAFmonetaryType,Tax Information Structure. Detail,Total amount of investment support for this asset in the header's default currency.,,Valuation,,Monetary,,,,,SAFmonetaryType,Total amount of investment support for this asset in the header's default currency.
179,Master Files,ASBIE,,choice:AssetLifeYear/AssetLifeMonth,1,1..1,,Tax Information Structure. Detail,,,Valuation,,,,choice:AssetLifeYear/AssetLifeMonth,,,,
183,Master Files,BBIE,,AssetAddition,1,0..1,SAFmonetaryType,Tax Information Structure. Detail,Bookvalue of the acquisition and/or production of the asset in the  Selectionperiod in the header's default currency.,,Valuation,,Monetary,,,,,SAFmonetaryType,Bookvalue of the acquisition and/or production of the asset in the  Selectionperiod in the header's default currency.
184,Master Files,BBIE,,Transfers,1,0..1,SAFmonetaryType,Tax Information Structure. Detail,Book value of the transfers of the asset during the Selectionperiod in the header's default currency.,,Valuation,,Monetary,,,,,SAFmonetaryType,Book value of the transfers of the asset during the Selectionperiod in the header's default currency.
185,Master Files,BBIE,,AssetDisposal,1,0..1,SAFmonetaryType,Tax Information Structure. Detail,Book value of the disposals of the asset during the Selectionperiod in the header's default currency.,,Valuation,,Monetary,,,,,SAFmonetaryType,Book value of the disposals of the asset during the Selectionperiod in the header's default currency.
186,Master Files,BBIE,,BookValueBegin,1,0..1,SAFmonetaryType,Tax Information Structure. Detail,Bookvalue at the beginning of the Selectionperiod in the header's default currency.,,Valuation,,Monetary,,,,,SAFmonetaryType,Bookvalue at the beginning of the Selectionperiod in the header's default currency.
187,Master Files,BBIE,,DepreciationMethod,1,0..1,SAFmiddle1textType,Tax Information Structure. Detail,Method of normal depreciation during the Selectionperiod.,,Valuation,,Text,,,,,SAFmiddle1textType,Method of normal depreciation during the Selectionperiod.
188,Master Files,BBIE,,DepreciationPercentage,1,0..1,decimal,Tax Information Structure. Detail,The rate of the normal depreciation per year or month (depends on choice useful life periode),,Valuation,,Percentage,,,,,decimal,The rate of the normal depreciation per year or month (depends on choice useful life periode)
189,Master Files,BBIE,,DepreciationForPeriod,1,1..1,SAFmonetaryType,Tax Information Structure. Detail,Total amouunt of normal depreciation during the Selectionperiod in the header's default currency.,,Valuation,,Monetary,,,,,SAFmonetaryType,Total amouunt of normal depreciation during the Selectionperiod in the header's default currency.
190,Master Files,BBIE,,AppreciationForPeriod,1,0..1,SAFmonetaryType,Tax Information Structure. Detail,Total amouunt of appreciation during the Selectionperiod in the header's default currency.,,Valuation,,Monetary,,,,,SAFmonetaryType,Total amouunt of appreciation during the Selectionperiod in the header's default currency.
191,Master Files,ASBIE,,ExtraordinaryDepreciationsForPeriod,1,0..1,,Tax Information Structure. Detail,Extraordinary depreciations for this asset during the Selectionperiod.,,Valuation,,,,ExtraordinaryDepreciationsForPeriod,,,,Extraordinary depreciations for this asset during the Selectionperiod.
197,Master Files,BBIE,,AccumulatedDepreciation,1,0..1,SAFmonetaryType,Tax Information Structure. Detail,Bookvalue at the end of the Selectionperiod in the header's default currency.,,Valuation,,Monetary,,,,,SAFmonetaryType,Bookvalue at the end of the Selectionperiod in the header's default currency.
171,Master Files,ABIE,,Valuations,,,,Valuations. Detail,The data can be reported for different purposes. More than one can be in this SAF.,,Valuations,,,,,,,,
172,Master Files,ASBIE,,Valuation,1,1..*,,Tax Information Structure. Detail,,,Valuations,,,,Valuation,,,,
181,Master Files,BBIE,,AssetLifeYear,1,1..1,decimal,Tax Information Structure. Detail,Periode of useful life in years,,choice:AssetLifeYear/AssetLifeMonth,,Numeric,,,,,decimal,Periode of useful life in years
182,Master Files,BBIE,,AssetLifeMonth,1,1..1,decimal,Tax Information Structure. Detail,Period of useful life in months,,choice:AssetLifeYear/AssetLifeMonth,,Numeric,,,,,decimal,Period of useful life in months
24,Master Files,BBIE,,ClosingDebitBalance,1,1..1,SAFmonetaryType,Tax Information Structure. Detail,Debit balance at the end date of the selection period in the header's default currency.,,choice:ClosingDebitBalance/ClosingCreditBalance,,Monetary,,,,,SAFmonetaryType,Debit balance at the end date of the selection period in the header's default currency.
25,Master Files,BBIE,,ClosingCreditBalance,1,1..1,SAFmonetaryType,Tax Information Structure. Detail,Credit balance at the end date of the selection period in the header's default currency.,,choice:ClosingDebitBalance/ClosingCreditBalance,,Monetary,,,,,SAFmonetaryType,Credit balance at the end date of the selection period in the header's default currency.
21,Master Files,BBIE,,OpeningDebitBalance,1,1..1,SAFmonetaryType,Tax Information Structure. Detail,Debit balance at the start date of the selection period in the header's default currency.,,choice:OpeningDebitBalance/ClosingDebitBalance,,Monetary,,,,,SAFmonetaryType,Debit balance at the start date of the selection period in the header's default currency.
22,Master Files,BBIE,,OpeningCreditBalance,1,1..1,SAFmonetaryType,Tax Information Structure. Detail,Credit balance at the start date of the selection period in the header's default currency.,,choice:OpeningDebitBalance/ClosingDebitBalance,,Monetary,,,,,SAFmonetaryType,Credit balance at the start date of the selection period in the header's default currency.
79,Master Files,BBIE,,TaxPercentage,1,1..1,decimal,Tax Information Structure. Detail,Tax percentage.,,choice:TaxPercentage/FlatTaxRate,,Percentage,,,,,decimal,Tax percentage.
80,Master Files,ASBIE,,FlatTaxRate,1,1..1,AmountStructure,Tax Information Structure. Detail,FlatTaxRate,,choice:TaxPercentage/FlatTaxRate,,,,FlatTaxRate,,,AmountStructure,FlatTaxRate
116,Master Files,BBIE,,U OStandard,1,1..1,SAFcodeType,Tax Information Structure. Detail,"A Standard Unit of Measure applicable for this product, f.i. Kilo, Metres, Litres (Predescribed TABLE is possible)",,sequence_ UM,,Code,,,,,SAFcodeType,"A Standard Unit of Measure applicable for this product, f.i. Kilo, Metres, Litres (Predescribed TABLE is possible)"
117,Master Files,BBIE,,U OTo UMBaseConversionFactor,1,1..1,decimal,Tax Information Structure. Detail,Conversion factor of the UOM to UOM Base,,sequence_ UM,,Numeric,,,,,decimal,Conversion factor of the UOM to UOM Base
138,Master Files,BBIE,,U OPhysicalStock,1,1..1,SAFcodeType,Tax Information Structure. Detail,Unit of Measurement for this Physical Stock position,,sequence_PhysicalStock UM,,Code,,,,,SAFcodeType,Unit of Measurement for this Physical Stock position
139,Master Files,BBIE,,U OTo UMBaseConversionFactor,1,1..1,decimal,Tax Information Structure. Detail,Conversion factor of the UOM to UOM Base,,sequence_PhysicalStock UM,,Numeric,,,,,decimal,Conversion factor of the UOM to UOM Base
147,Master Files,BBIE,,StockCharacteristic,1,1..1,SAFshorttextType,Tax Information Structure. Detail,User definable characteristics of the goods. Predescribed TABLE is possible.,,sequence_PhysicalStockCharacteristic,,Code,,,,,SAFshorttextType,User definable characteristics of the goods. Predescribed TABLE is possible.
148,Master Files,BBIE,,StockCharacteristicValue,1,1..1,SAFmiddle1textType,Tax Information Structure. Detail,"The weight, pack size, colour etc.",,sequence_PhysicalStockCharacteristic,,Text,,,,,SAFmiddle1textType,"The weight, pack size, colour etc."
122,Master Files,BBIE,,TaxType,1,1..1,SAFcodeType,Tax Information Structure. Detail,Tax Type for lookup in tables,,sequence_Tax,,Code,,,,,SAFcodeType,Tax Type for lookup in tables
123,Master Files,BBIE,,TaxCode,1,1..1,SAFcodeType,Tax Information Structure. Detail,Tax Code for lookup in tables,,sequence_Tax,,Code,,,,,SAFcodeType,Tax Code for lookup in tables
1,SAF-T,ABIE,,Audit File,,,,Audit File. Detail,OECD Standard Audit File: Standard Audit File - Taxation version 2.00 (Final version) OECD author TeA team last modified 17-09-2009,,Audit File,,,,,,,,
2,SAF-T,ASBIE,,Header,1,1..1,,Tax Information Structure. Detail,Holds general information about the file including the name of the software which produced it; the company on whose behalf the SAF-T is being submitted; and the selection criteria used. An extension point is provided to allow individual Revenue Bodies to  specify further relevant information to be supplied.,,AuditFile,,,,Header,,,,Holds general information about the file including the name of the software which produced it; the company on whose behalf the SAF-T is being submitted; and the selection criteria used. An extension point is provided to allow individual Revenue Bodies to  specify further relevant information to be supplied.
3,SAF-T,ASBIE,,MasterFiles,1,0..1,,Tax Information Structure. Detail,"Holds standing data about general ledger account, suppliers, customers, products, etc.. An extension point is provided to allow Revenue Bodies to specify additional elements or structures such as tax rate tables.",,AuditFile,,,,MasterFiles,,,,"Holds standing data about general ledger account, suppliers, customers, products, etc.. An extension point is provided to allow Revenue Bodies to specify additional elements or structures such as tax rate tables."
4,SAF-T,ASBIE,,GeneralLedgerEntries,1,0..1,,Tax Information Structure. Detail,,,AuditFile,,,,GeneralLedgerEntries,,,,
5,SAF-T,ASBIE,,SourceDocuments,1,0..1,,Tax Information Structure. Detail,,,AuditFile,,,,SourceDocuments,,,,
199,SAF-T,ABIE,,General Ledger Entries,,,,General Ledger Entries. Detail,,,General Ledger Entries,,,,,,,,
6,SAF-T,ABIE,,Header,,,,Header. Detail,Holds general information about the file including the name of the software which produced it; the company on whose behalf the SAF-T is being submitted; and the selection criteria used. An extension point is provided to allow individual Revenue Bodies to  specify further relevant information to be supplied.,,Header,,,,,,,,
8,SAF-T,ABIE,,Master Files,,,,Master Files. Detail,"Holds standing data about general ledger account, suppliers, customers, products, etc.. An extension point is provided to allow Revenue Bodies to specify additional elements or structures such as tax rate tables.",,Master Files,,,,,,,,
240,SAF-T,ABIE,,Source Documents,,,,Source Documents. Detail,"Holds Sales Invoices, Purchase Invoices, Payments, Movement Of Goods, and Asset Transactions",,Source Documents,,,,,,,,
449,Source Documents,ABIE,,Address Structure,,,,Address Structure. Detail,[Common to all SAFs] A common structure used wherever an address is required.,,Address Structure,,,,,,,,
450,Source Documents,BBIE,,StreetName,1,0..1,SAFmiddle2textType,Tax Information Structure. Detail,,,AddressStructure,,Text,,,,,SAFmiddle2textType,
451,Source Documents,BBIE,,Number,1,0..1,SAFshorttextType,Tax Information Structure. Detail,,,AddressStructure,,Code,,,,,SAFshorttextType,
452,Source Documents,BBIE,,AdditionalAddressDetail,1,0..1,SAFmiddle2textType,Tax Information Structure. Detail,,,AddressStructure,,Text,,,,,SAFmiddle2textType,
453,Source Documents,BBIE,,Building,1,0..1,SAFmiddle1textType,Tax Information Structure. Detail,,,AddressStructure,,Text,,,,,SAFmiddle1textType,
454,Source Documents,BBIE,,City,1,1..1,SAFmiddle1textType,Tax Information Structure. Detail,,,AddressStructure,,Text,,,,,SAFmiddle1textType,
455,Source Documents,BBIE,,PostalCode,1,1..1,SAFshorttextType,Tax Information Structure. Detail,,,AddressStructure,,Code,,,,,SAFshorttextType,
456,Source Documents,BBIE,,Region,1,0..1,SAFmiddle1textType,Tax Information Structure. Detail,Country specific code to indicate regions / provinces within the tax authority. Preferably described according to ISO 3166-2. Example: GB-KEN for Kent county in the United Kingdom.,,AddressStructure,,Text,,,,,SAFmiddle1textType,Country specific code to indicate regions / provinces within the tax authority. Preferably described according to ISO 3166-2. Example: GB-KEN for Kent county in the United Kingdom.
457,Source Documents,BBIE,,Country,1,0..1,ISOCountryCode,Tax Information Structure. Detail,Two-letter country code according to ISO 3166-1 alpha 2 standard. Example NL for the Netherlands.,,AddressStructure,,Code,,,,,ISOCountryCode,Two-letter country code according to ISO 3166-1 alpha 2 standard. Example NL for the Netherlands.
458,Source Documents,BBIE,,AddressType,1,0..1,,Tax Information Structure. Detail,"Field to differentiate between multiple addresses. To indicate the type of address. Choose  from the predefined enumeration. (examples: StreetAddress PostalAddress, BillingAddress)",,AddressStructure,,,,,,,,"Field to differentiate between multiple addresses. To indicate the type of address. Choose  from the predefined enumeration. (examples: StreetAddress PostalAddress, BillingAddress)"
459,Source Documents,ABIE,,Amount Structure,,,,Amount Structure. Detail,[Common to all SAFs] A common structure used wherever an amount is required. Monetary amount with optional foreign currency exchange rate information.,,Amount Structure,,,,,,,,
460,Source Documents,BBIE,,Amount,1,1..1,SAFmonetaryType,Tax Information Structure. Detail,In the header's default currency.,,AmountStructure,,Monetary,,,,,SAFmonetaryType,In the header's default currency.
461,Source Documents,ASBIE,,sequence_Amount,1,0..1,sequence_Amount,Tax Information Structure. Detail,,,AmountStructure,,,,sequence_Amount,,,sequence_Amount,
466,Source Documents,ABIE,,Analysis Structure,,,,Analysis Structure. Detail,General Ledger analysis codes,,Analysis Structure,,,,,,,,
467,Source Documents,BBIE,,AnalysisType,1,1..1,SAFcodeType,Tax Information Structure. Detail,"Analysis code identifier: cost center, cost unit, cost type, project, etc. Refers to the MasterFile AnalysisTypeTable",,AnalysisStructure,,Code,,,,,SAFcodeType,"Analysis code identifier: cost center, cost unit, cost type, project, etc. Refers to the MasterFile AnalysisTypeTable"
468,Source Documents,BBIE,,Analysis I,1,1..1,SAFlongtextType,Tax Information Structure. Detail,Value of the analysisID: f.i. which cost center applies,,AnalysisStructure,,Text,,,,,SAFlongtextType,Value of the analysisID: f.i. which cost center applies
469,Source Documents,BBIE,,AnalysisAmount,1,0..1,AmountStructure,Tax Information Structure. Detail,Amount applying to the Analysis: f.i. the amount applying for this cost center,,AnalysisStructure,,,,,,,AmountStructure,Amount applying to the Analysis: f.i. the amount applying for this cost center
351,Source Documents,ABIE,,Asset Transaction Valuation,,,,Asset Transaction Valuation. Detail,,,Asset Transaction Valuation,,,,,,,,
349,Source Documents,ABIE,,Asset Transaction Valuations,,,,Asset Transaction Valuations. Detail,These amounts of the transaction can differ per asset valuation type.,,Asset Transaction Valuations,,,,,,,,
336,Source Documents,ABIE,,Asset Transaction,,,,Asset Transaction. Detail,,,Asset Transaction,,,,,,,,
333,Source Documents,ABIE,,Asset Transactions,,,,Asset Transactions. Detail,Details of all transactions related to an asset during the Selectionperiod.,,Asset Transactions,,,,,,,,
170.5,Source Documents,BBIE,,any##other,1,0..1,Represents space to allow individual Revenue Bodies to add further elements,Tax Information Structure. Detail,Represents space to allow individual Revenue Bodies to add further elements,,Asset,,,,,,,Represents space to allow individual Revenue Bodies to add further elements,Represents space to allow individual Revenue Bodies to add further elements
337,Source Documents,RFBIE,,AssetTransaction I,1,1..1,SAFmiddle2textType,Tax Information Structure. Detail,Unique Identification  of the transaction,,AssetTransaction,,Text,,,,Transaction,SAFmiddle2textType,Unique Identification  of the transaction
338,Source Documents,RFBIE,,Asset I,1,1..1,SAFmiddle1textType,Tax Information Structure. Detail,Unique identifier of the asset,,AssetTransaction,,Text,,,,Asset,SAFmiddle1textType,Unique identifier of the asset
339,Source Documents,BBIE,,AssetTransactionType,1,1..1,SAFcodeType,Tax Information Structure. Detail,Code for the type of the transaction,,AssetTransaction,,Code,,,,,SAFcodeType,Code for the type of the transaction
340,Source Documents,BBIE,,Description,1,0..1,SAFlongtextType,Tax Information Structure. Detail,Description of the type of the transaction.,,AssetTransaction,,Text,,,,,SAFlongtextType,Description of the type of the transaction.
341,Source Documents,BBIE,,AssetTransactionDate,1,1..1,date,Tax Information Structure. Detail,Recording date of the transaction type (e. g. assets: date of the addition of the asset),,AssetTransaction,,Date,,,,,date,Recording date of the transaction type (e. g. assets: date of the addition of the asset)
342,Source Documents,ASBIE,,Supplier,1,0..1,,Tax Information Structure. Detail,Information about the supplier of the asset,,AssetTransaction,,,Supplier,CompanyStructure,,,,Information about the supplier of the asset
347,Source Documents,BBIE,,Transaction I,1,0..1,SAFmiddle2textType,Tax Information Structure. Detail,"Cross-reference to GL posting in the journal. It can contain many different levels to identify the transaction. It could include cost centres such as company, division, region, group and branch/department.",,AssetTransaction,,Text,,,,,SAFmiddle2textType,"Cross-reference to GL posting in the journal. It can contain many different levels to identify the transaction. It could include cost centres such as company, division, region, group and branch/department."
348,Source Documents,ASBIE,,AssetTransactionValuations,1,1..1,,Tax Information Structure. Detail,These amounts of the transaction can differ per asset valuation type.,,AssetTransaction,,,,AssetTransactionValuations,,,,These amounts of the transaction can differ per asset valuation type.
999,Source Documents,BBIE,,any##other,1,0..1,Represents space to allow individual Revenue Bodies to add further elements,Tax Information Structure. Detail,Represents space to allow individual Revenue Bodies to add further elements,,AssetTransaction,,,,,,,Represents space to allow individual Revenue Bodies to add further elements,Represents space to allow individual Revenue Bodies to add further elements
352,Source Documents,BBIE,,AssetValuationType,1,0..1,SAFshorttextType,Tax Information Structure. Detail,"Describes the purpose for the reporting: f.i. commercial, tax  in country 1, tax in country 2, etc.",,AssetTransactionValuation,,Code,,,,,SAFshorttextType,"Describes the purpose for the reporting: f.i. commercial, tax  in country 1, tax in country 2, etc."
353,Source Documents,BBIE,,AcquisitionAndProductionCostsOnTransaction,1,1..1,SAFmonetaryType,Tax Information Structure. Detail,Costs of acquisition and/or production of related asset transaction in the header's default currency at date of transaction.,,AssetTransactionValuation,,Monetary,,,,,SAFmonetaryType,Costs of acquisition and/or production of related asset transaction in the header's default currency at date of transaction.
354,Source Documents,BBIE,,BookValueOnTransaction,1,1..1,SAFmonetaryType,Tax Information Structure. Detail,Bookvalue of related asset transaction in the header's default currency at date of transaction.,,AssetTransactionValuation,,Monetary,,,,,SAFmonetaryType,Bookvalue of related asset transaction in the header's default currency at date of transaction.
355,Source Documents,BBIE,,AssetTransactionAmount,1,1..1,SAFmonetaryType,Tax Information Structure. Detail,"Net Amount of related asset transaction in the header's default currency, for instance the net sales revenue.",,AssetTransactionValuation,,Monetary,,,,,SAFmonetaryType,"Net Amount of related asset transaction in the header's default currency, for instance the net sales revenue."
999,Source Documents,BBIE,,any##other,1,0..1,Represents space to allow individual Revenue Bodies to add further elements,Tax Information Structure. Detail,Represents space to allow individual Revenue Bodies to add further elements,,AssetTransactionValuation,,,,,,,Represents space to allow individual Revenue Bodies to add further elements,Represents space to allow individual Revenue Bodies to add further elements
